airtable_id,Study_ID,Title,Authors,Year,Journal,Category,Model,Related_Entities,Evidence_Tier,Pyramid_Level,Peer_Reviewed,DOI,PMID,PMCID,fulltext_pmc_available,Abstract_PubMed,Key_Finding,embedding_text
recSfpcsnTvbGyOqf,BAR2016,Tor forms a dimer through an N-terminal helical solenoid with a complex topology,Baretic D; Williams RL et al.,2016,Nature communications,Mechanism,Cryo-EM structure,"mTOR, dimer, architecture",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1038/ncomms11016,27072897,PMC4833857,True,"The target of rapamycin (Tor) is a Ser/Thr protein kinase that regulates a range of anabolic and catabolic processes. Tor is present in two complexes, TORC1 and TORC2, in which the Tor-Lst8 heterodimer forms a common sub-complex. We have determined the cryo-electron microscopy (EM) structure of Tor bound to Lst8. Two Tor-Lst8 heterodimers assemble further into a dyad-symmetry dimer mediated by Tor-Tor interactions. The first 1,300 residues of Tor form a HEAT repeat-containing alpha-solenoid with four distinct segments: a highly curved 800-residue N-terminal 'spiral', followed by a 400-residue low-curvature 'bridge' and an extended 'railing' running along the bridge leading to the 'cap' that links to FAT region. This complex topology was verified by domain insertions and offers a new interpretation of the mTORC1 structure. The spiral of one TOR interacts with the bridge of another, which together form a joint platform for the Regulatory Associated Protein of TOR (RAPTOR) regulatory subunit.","Cryo-EM shows TOR dimerizes through an N-terminal helical solenoid, informing mTORC1 architecture.","Tor forms a dimer through an N-terminal helical solenoid with a complex topology
Key finding: Cryo-EM shows TOR dimerizes through an N-terminal helical solenoid, informing mTORC1 architecture.
Abstract: The target of rapamycin (Tor) is a Ser/Thr protein kinase that regulates a range of anabolic and catabolic processes. Tor is present in two complexes, TORC1 and TORC2, in which the Tor-Lst8 heterodimer forms a common sub-complex. We have determined the cryo-electron microscopy (EM) structure of Tor bound to Lst8. Two Tor-Lst8 heterodimers assemble further into a dyad-symmetry dimer mediated by Tor-Tor interactions. The first 1,300 residues of Tor form a HEAT repeat-containing alpha-solenoid with four distinct segments: a highly curved 800-residue N-terminal 'spiral', followed by a 400-residue low-curvature 'bridge' and an extended 'railing' running along the bridge leading to the 'cap' that links to FAT region. This complex topology was verified by domain insertions and offers a new interpretation of the mTORC1 structure. The spiral of one TOR interacts with the bridge of another, which together form a joint platform for the Regulatory Associated Protein of TOR (RAPTOR) regulatory subunit."
recTFnh8w8i9fe8tm,LOE2002,"Two TOR complexes, only one of which is rapamycin sensitive, have distinct roles in cell growth control",Loewith R; Hall MN et al.,2002,Molecular cell,Mechanism,Yeast S. cerevisiae,"TOR1, TOR2, TORC1, TORC2",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/s1097-2765(02)00636-6,,,False,"The target of rapamycin (TOR) proteins in Saccharomyces cerevisiae, TOR1 and TOR2, redundantly regulate growth in a rapamycin-sensitive manner. TOR2 additionally regulates polarization of the actin cytoskeleton in a rapamycin-insensitive manner. We describe two functionally distinct TOR complexes. TOR Complex 1 (TORC1) contains TOR1 or TOR2, KOG1 (YHR186c), and LST8. TORC2 contains TOR2, AVO1 (YOL078w), AVO2 (YMR068w), AVO3 (YER093c), and LST8. FKBP-rapamycin binds TORC1, and TORC1 disruption mimics rapamycin treatment, suggesting that TORC1 mediates the rapamycin-sensitive, TOR-shared pathway. FKBP-rapamycin fails to bind TORC2, and TORC2 disruption causes an actin defect, suggesting that TORC2 mediates the rapamycin-insensitive, TOR2-unique pathway. Thus, the distinct TOR complexes account for the diversity, specificity, and selective rapamycin inhibition of TOR signaling. TORC1 and possibly TORC2 are conserved from yeast to man.","Defined two distinct TOR complexes, only one rapamycin-sensitive, founding the TORC1/TORC2 paradigm.","Two TOR complexes, only one of which is rapamycin sensitive, have distinct roles in cell growth control
Key finding: Defined two distinct TOR complexes, only one rapamycin-sensitive, founding the TORC1/TORC2 paradigm.
Abstract: The target of rapamycin (TOR) proteins in Saccharomyces cerevisiae, TOR1 and TOR2, redundantly regulate growth in a rapamycin-sensitive manner. TOR2 additionally regulates polarization of the actin cytoskeleton in a rapamycin-insensitive manner. We describe two functionally distinct TOR complexes. TOR Complex 1 (TORC1) contains TOR1 or TOR2, KOG1 (YHR186c), and LST8. TORC2 contains TOR2, AVO1 (YOL078w), AVO2 (YMR068w), AVO3 (YER093c), and LST8. FKBP-rapamycin binds TORC1, and TORC1 disruption mimics rapamycin treatment, suggesting that TORC1 mediates the rapamycin-sensitive, TOR-shared pathway. FKBP-rapamycin fails to bind TORC2, and TORC2 disruption causes an actin defect, suggesting that TORC2 mediates the rapamycin-insensitive, TOR2-unique pathway. Thus, the distinct TOR complexes account for the diversity, specificity, and selective rapamycin inhibition of TOR signaling. TORC1 and possibly TORC2 are conserved from yeast to man."
recTLmKkEzBDyZcYy,BIS2008,Sirolimus for angiomyolipoma in tuberous sclerosis complex or lymphangioleiomyomatosis,Bissler JJ; Franz DN et al.,2008,The New England journal of medicine,Human,Human (clinical trial),"sirolimus, angiomyolipoma, LAM",B - Human,2 - Human Clinical Trial,Yes,10.1056/NEJMoa063564,18184959,PMC3398441,True,"Angiomyolipomas in patients with the tuberous sclerosis complex or sporadic lymphangioleiomyomatosis are associated with mutations in tuberous sclerosis genes resulting in constitutive activation of the mammalian target of rapamycin (mTOR). The drug sirolimus suppresses mTOR signaling. We conducted a 24-month, nonrandomized, open-label trial to determine whether sirolimus reduces the angiomyolipoma volume in patients with the tuberous sclerosis complex or sporadic lymphangioleiomyomatosis. Sirolimus was administered for the first 12 months only. Serial magnetic resonance imaging of angiomyolipomas and brain lesions, computed tomography of lung cysts, and pulmonary-function tests were performed. Of the 25 patients enrolled, 20 completed the 12-month evaluation, and 18 completed the 24-month evaluation. The mean angiomyolipoma volume at 12 months was 53.2% of the baseline value (P<0.001) and at 24 months was 85.9% of the baseline value (P=0.005). During sirolimus therapy, among patients with lymphangioleiomyomatosis, FEV1, FVC and residual volume improved relative to baseline. One year after sirolimus was discontinued, some spirometric improvements persisted; cerebral lesions were unchanged. Five patients had six serious adverse events while receiving sirolimus, including diarrhea, pyelonephritis, stomatitis, and respiratory infections. Angiomyolipomas regressed somewhat during sirolimus therapy but tended to increase in volume after therapy was stopped. Suppression of mTOR signaling might constitute an ameliorative treatment in patients with the tuberous sclerosis complex or sporadic lymphangioleiomyomatosis. (ClinicalTrials.gov number, NCT00457808.)",Sirolimus shrinks renal angiomyolipomas in tuberous sclerosis / lymphangioleiomyomatosis.,"Sirolimus for angiomyolipoma in tuberous sclerosis complex or lymphangioleiomyomatosis
Key finding: Sirolimus shrinks renal angiomyolipomas in tuberous sclerosis / lymphangioleiomyomatosis.
Abstract: Angiomyolipomas in patients with the tuberous sclerosis complex or sporadic lymphangioleiomyomatosis are associated with mutations in tuberous sclerosis genes resulting in constitutive activation of the mammalian target of rapamycin (mTOR). The drug sirolimus suppresses mTOR signaling. We conducted a 24-month, nonrandomized, open-label trial to determine whether sirolimus reduces the angiomyolipoma volume in patients with the tuberous sclerosis complex or sporadic lymphangioleiomyomatosis. Sirolimus was administered for the first 12 months only. Serial magnetic resonance imaging of angiomyolipomas and brain lesions, computed tomography of lung cysts, and pulmonary-function tests were performed. Of the 25 patients enrolled, 20 completed the 12-month evaluation, and 18 completed the 24-month evaluation. The mean angiomyolipoma volume at 12 months was 53.2% of the baseline value (P<0.001) and at 24 months was 85.9% of the baseline value (P=0.005). During sirolimus therapy, among patients with lymphangioleiomyomatosis, FEV1, FVC and residual volume improved relative to baseline. One year after sirolimus was discontinued, some spirometric improvements persisted; cerebral lesions were unchanged. Five patients had six serious adverse events while receiving sirolimus, including diarrhea, pyelonephritis, stomatitis, and respiratory infections. Angiomyolipomas regressed somewhat during sirolimus therapy but tended to increase in volume after therapy was stopped. Suppression of mTOR signaling might constitute an ameliorative treatment in patients with the tuberous sclerosis complex or sporadic lymphangioleiomyomatosis. (ClinicalTrials.gov number, NCT00457808.)"
recTqENeNAXn9Nd9o,ROC2012,The transcription factor TFEB links mTORC1 signaling to transcriptional control of lysosome homeostasis,Roczniak-Ferguson A; Ferguson SM et al.,2012,Science signaling,Mechanism,Mammalian cells,"TFEB, mTORC1, lysosome",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1126/scisignal.2002790,22692423,PMC3437338,True,"Lysosomes are the major cellular site for clearance of defective organelles and digestion of internalized material. Demand on lysosomal capacity can vary greatly, and lysosomal function must be adjusted to maintain cellular homeostasis. Here, we identified an interaction between the lysosome-localized mechanistic target of rapamycin complex 1 (mTORC1) and the transcription factor TFEB, which promotes lysosome biogenesis. When lysosomal activity was adequate, mTOR-dependent phosphorylation of TFEB on Ser(211) triggered the binding of 14-3-3 proteins to TFEB, resulting in retention of the transcription factor in the cytoplasm. Inhibition of lysosomal function reduced the mTOR-dependent phosphorylation of TFEB, resulting in diminished interactions between TFEB and 14-3-3 proteins and the translocation of TFEB into the nucleus, where it could stimulate genes involved in lysosomal biogenesis. These results identify TFEB as a target of mTOR and suggest a mechanism for matching the transcriptional regulation of genes encoding proteins of autophagosomes and lysosomes to cellular need. The closely related transcription factors MITF and TFE3 also localized to lysosomes and accumulated in the nucleus when lysosome function was inhibited, thus broadening the range of physiological contexts under which this regulatory mechanism may prove important.",mTORC1 phosphorylates TFEB to control lysosomal and autophagy gene transcription.,"The transcription factor TFEB links mTORC1 signaling to transcriptional control of lysosome homeostasis
Key finding: mTORC1 phosphorylates TFEB to control lysosomal and autophagy gene transcription.
Abstract: Lysosomes are the major cellular site for clearance of defective organelles and digestion of internalized material. Demand on lysosomal capacity can vary greatly, and lysosomal function must be adjusted to maintain cellular homeostasis. Here, we identified an interaction between the lysosome-localized mechanistic target of rapamycin complex 1 (mTORC1) and the transcription factor TFEB, which promotes lysosome biogenesis. When lysosomal activity was adequate, mTOR-dependent phosphorylation of TFEB on Ser(211) triggered the binding of 14-3-3 proteins to TFEB, resulting in retention of the transcription factor in the cytoplasm. Inhibition of lysosomal function reduced the mTOR-dependent phosphorylation of TFEB, resulting in diminished interactions between TFEB and 14-3-3 proteins and the translocation of TFEB into the nucleus, where it could stimulate genes involved in lysosomal biogenesis. These results identify TFEB as a target of mTOR and suggest a mechanism for matching the transcriptional regulation of genes encoding proteins of autophagosomes and lysosomes to cellular need. The closely related transcription factors MITF and TFE3 also localized to lysosomes and accumulated in the nucleus when lysosome function was inhibited, thus broadening the range of physiological contexts under which this regulatory mechanism may prove important."
recUXDLF9CNtyaciN,SCH2003,TOS motif-mediated raptor binding regulates 4E-BP1 multisite phosphorylation and function,Schalm SS; Blenis J et al.,2003,Current biology : CB,Mechanism,In vitro,"raptor, 4E-BP1, TOS motif",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/s0960-9822(03)00329-4,,,False,"The mammalian target of rapamycin, mTOR, is a serine/threonine kinase that controls cell growth and proliferation via the translation regulators eukaryotic initiation factor 4E (eIF4E) binding protein 1 (4E-BP1) and ribosomal protein S6 kinase 1 (S6K1). We recently identified a TOR signaling (TOS) motif in the N terminus of S6K1 and the C terminus of 4E-BP1 and demonstrated that in S6K1, the TOS motif is necessary to facilitate mTOR signaling to phosphorylate and activate S6K1. However, it is unclear how the TOS motif in S6K1 and 4E-BP1 mediates mTOR signaling. Here, we show that a functional TOS motif is required for 4E-BP1 to bind to raptor, for 4E-BP1 to be efficiently phosphorylated in vitro by the mTOR/raptor complex, and for 4E-BP1 to be phosphorylated in vivo at all identified mTOR-regulated sites. mTOR/raptor-regulated phosphorylation is necessary for 4E-BP's efficient release from the translational initiation factor eIF4E. Consistently, overexpression of a mutant of 4E-BP1 containing a single amino acid change in the TOS motif (F114A) reduces cell size, demonstrating that mTOR-dependent regulation of cell growth by 4E-BP1 is dependent on a functional TOS motif. Our data demonstrate that the TOS motif functions as a docking site for the mTOR/raptor complex, which is required for multisite phosphorylation of 4E-BP1, eIF4E release from 4E-BP1, and cell growth.",The TOS motif mediates raptor binding and controls multisite 4E-BP1 phosphorylation by mTORC1.,"TOS motif-mediated raptor binding regulates 4E-BP1 multisite phosphorylation and function
Key finding: The TOS motif mediates raptor binding and controls multisite 4E-BP1 phosphorylation by mTORC1.
Abstract: The mammalian target of rapamycin, mTOR, is a serine/threonine kinase that controls cell growth and proliferation via the translation regulators eukaryotic initiation factor 4E (eIF4E) binding protein 1 (4E-BP1) and ribosomal protein S6 kinase 1 (S6K1). We recently identified a TOR signaling (TOS) motif in the N terminus of S6K1 and the C terminus of 4E-BP1 and demonstrated that in S6K1, the TOS motif is necessary to facilitate mTOR signaling to phosphorylate and activate S6K1. However, it is unclear how the TOS motif in S6K1 and 4E-BP1 mediates mTOR signaling. Here, we show that a functional TOS motif is required for 4E-BP1 to bind to raptor, for 4E-BP1 to be efficiently phosphorylated in vitro by the mTOR/raptor complex, and for 4E-BP1 to be phosphorylated in vivo at all identified mTOR-regulated sites. mTOR/raptor-regulated phosphorylation is necessary for 4E-BP's efficient release from the translational initiation factor eIF4E. Consistently, overexpression of a mutant of 4E-BP1 containing a single amino acid change in the TOS motif (F114A) reduces cell size, demonstrating that mTOR-dependent regulation of cell growth by 4E-BP1 is dependent on a functional TOS motif. Our data demonstrate that the TOS motif functions as a docking site for the mTOR/raptor complex, which is required for multisite phosphorylation of 4E-BP1, eIF4E release from 4E-BP1, and cell growth."
recUlodFMxNeBoGvh,GAR2009,Ku-0063794 is a specific inhibitor of the mammalian target of rapamycin (mTOR),Garcia-Martinez JM; Alessi DR et al.,2009,The Biochemical journal,Mechanism,In vitro; cells,"Ku-0063794, mTOR inhibitor",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1042/BJ20090489,19402821,PMC2708931,True,"mTOR (mammalian target of rapamycin) stimulates cell growth by phosphorylating and promoting activation of AGC family kinases such as Akt (protein kinase B), S6K (p70 ribosomal S6 kinase) and SGK (serum and glucocorticoid protein kinase). mTORC1 phosphorylates the hydrophobic motif of S6K, whereas mTORC2 phosphorylates the hydrophobic motif of Akt and SGK. In the present paper we describe the small molecule Ku-0063794, which inhibits both mTORC1 and mTORC2 with an IC50 of approximately 10 nM, but does not suppress the activity of 76 other protein kinases or seven lipid kinases, including Class 1 PI3Ks at 1000-fold higher concentrations. Ku-0063794 is cell permeant, suppresses activation and hydrophobic motif phosphorylation of Akt, S6K and SGK, but not RSK, an AGC kinase not regulated by mTOR. Ku-0063794 also inhibited phosphorylation of the T-loop Thr308 residue of Akt phosphorylated by PDK1. In contrast, Ku-0063794 does not affect Thr308 phosphorylation in fibroblasts lacking essential mTORC2 subunits, suggesting that signalling processes have adapted to enable Thr308 phosphorylation to occur in the absence of Ser473 phosphorylation. We found that Ku-0063794 induced a much greater dephosphorylation of the mTORC1 substrate 4E-BP1 than rapamycin, even in mTORC2-deficient cells. Ku-0063794 also suppressed cell growth and induced a G1-cell-cycle arrest. Our results indicate that Ku-0063794 will be useful in delineating the physiological roles of mTOR and may have utility in treatment of cancers in which this pathway is inappropriately activated.",Ku-0063794 is a specific ATP-competitive mTOR inhibitor blocking mTORC1 and mTORC2.,"Ku-0063794 is a specific inhibitor of the mammalian target of rapamycin (mTOR)
Key finding: Ku-0063794 is a specific ATP-competitive mTOR inhibitor blocking mTORC1 and mTORC2.
Abstract: mTOR (mammalian target of rapamycin) stimulates cell growth by phosphorylating and promoting activation of AGC family kinases such as Akt (protein kinase B), S6K (p70 ribosomal S6 kinase) and SGK (serum and glucocorticoid protein kinase). mTORC1 phosphorylates the hydrophobic motif of S6K, whereas mTORC2 phosphorylates the hydrophobic motif of Akt and SGK. In the present paper we describe the small molecule Ku-0063794, which inhibits both mTORC1 and mTORC2 with an IC50 of approximately 10 nM, but does not suppress the activity of 76 other protein kinases or seven lipid kinases, including Class 1 PI3Ks at 1000-fold higher concentrations. Ku-0063794 is cell permeant, suppresses activation and hydrophobic motif phosphorylation of Akt, S6K and SGK, but not RSK, an AGC kinase not regulated by mTOR. Ku-0063794 also inhibited phosphorylation of the T-loop Thr308 residue of Akt phosphorylated by PDK1. In contrast, Ku-0063794 does not affect Thr308 phosphorylation in fibroblasts lacking essential mTORC2 subunits, suggesting that signalling processes have adapted to enable Thr308 phosphorylation to occur in the absence of Ser473 phosphorylation. We found that Ku-0063794 induced a much greater dephosphorylation of the mTORC1 substrate 4E-BP1 than rapamycin, even in mTORC2-deficient cells. Ku-0063794 also suppressed cell growth and induced a G1-cell-cycle arrest. Our results indicate that Ku-0063794 will be useful in delineating the physiological roles of mTOR and may have utility in treatment of cancers in which this pathway is inappropriately activated."
recV7IKdWLsQfqtNw,VEZ1975,"Rapamycin (AY-22,989), a new antifungal antibiotic. I. Taxonomy of the producing streptomycete and isolation of the active principle",Vezina C; Kudelski A; Sehgal SN,1975,Journal of Antibiotics,Mechanism,Streptomyces hygroscopicus (soil bacterium),Rapamycin,D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.7164/antibiotics.28.721,,,False,"A streptomycete was isolated from an Easter Island soil sample and found to inhibit Candida albicans, Microsporum gypseum and Trichophyton granulosum. The antibiotic-producing microorganism was characterized and identified as Streptomyces hygroscopicus. The antifungal principle was extracted with organic solvent from the mycelium, isolated in crystalline form and named rapamycin. Rapamycin is mainly active against Candida albicans; minimum inhibitory concentration against ten strains ranged from 0.02 to 0.2 mug/ml. Its apparent activity against Microsporum gypseum and Trichophyton granulosum is lower because of its instability in culture media on prolonged incubation required by these fungi. No activity was observed against gram-positive and gram-negative bacteria. Acute toxicity in mice is low.","The original isolation of rapamycin from a soil bacterium found on Easter Island, discovered first as an antifungal compound decades before its mTOR-inhibiting mechanism was known.","Rapamycin (AY-22,989), a new antifungal antibiotic. I. Taxonomy of the producing streptomycete and isolation of the active principle
Key finding: The original isolation of rapamycin from a soil bacterium found on Easter Island, discovered first as an antifungal compound decades before its mTOR-inhibiting mechanism was known.
Abstract: A streptomycete was isolated from an Easter Island soil sample and found to inhibit Candida albicans, Microsporum gypseum and Trichophyton granulosum. The antibiotic-producing microorganism was characterized and identified as Streptomyces hygroscopicus. The antifungal principle was extracted with organic solvent from the mycelium, isolated in crystalline form and named rapamycin. Rapamycin is mainly active against Candida albicans; minimum inhibitory concentration against ten strains ranged from 0.02 to 0.2 mug/ml. Its apparent activity against Microsporum gypseum and Trichophyton granulosum is lower because of its instability in culture media on prolonged incubation required by these fungi. No activity was observed against gram-positive and gram-negative bacteria. Acute toxicity in mice is low."
recV7ukT0NTbeZhoD,YAN2013,"mTOR kinase structure, mechanism and regulation",Yang H; Rudge DG; Koos JD; Vaidialingam B; Yang HJ; Pavletich NP,2013,Nature,Mechanism,X-ray crystallography (structural biology),mTOR; FKBP12; Rapamycin,D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1038/nature12122,23636326,PMC4512754,True,"The mammalian target of rapamycin (mTOR), a phosphoinositide 3-kinase-related protein kinase, controls cell growth in response to nutrients and growth factors and is frequently deregulated in cancer. Here we report co-crystal structures of a complex of truncated mTOR and mammalian lethal with SEC13 protein 8 (mLST8) with an ATP transition state mimic and with ATP-site inhibitors. The structures reveal an intrinsically active kinase conformation, with catalytic residues and a catalytic mechanism remarkably similar to canonical protein kinases. The active site is highly recessed owing to the FKBP12-rapamycin-binding (FRB) domain and an inhibitory helix protruding from the catalytic cleft. mTOR-activating mutations map to the structural framework that holds these elements in place, indicating that the kinase is controlled by restricted access. In vitro biochemistry shows that the FRB domain acts as a gatekeeper, with its rapamycin-binding site interacting with substrates to grant them access to the restricted active site. Rapamycin-FKBP12 inhibits the kinase by directly blocking substrate recruitment and by further restricting active-site access. The structures also reveal active-site residues and conformational changes that underlie inhibitor potency and specificity.","Solved the crystal structure of the mTOR kinase itself. Revealed why the active site is so hard to reach - it sits in a deep recess guarded by the FRB domain, which acts as a 'gatekeeper' letting substrates in. This structure explains at the atomic level exactly how FKBP12-rapamycin blocks access, and why activating cancer mutations cluster where they do.","mTOR kinase structure, mechanism and regulation
Key finding: Solved the crystal structure of the mTOR kinase itself. Revealed why the active site is so hard to reach - it sits in a deep recess guarded by the FRB domain, which acts as a 'gatekeeper' letting substrates in. This structure explains at the atomic level exactly how FKBP12-rapamycin blocks access, and why activating cancer mutations cluster where they do.
Abstract: The mammalian target of rapamycin (mTOR), a phosphoinositide 3-kinase-related protein kinase, controls cell growth in response to nutrients and growth factors and is frequently deregulated in cancer. Here we report co-crystal structures of a complex of truncated mTOR and mammalian lethal with SEC13 protein 8 (mLST8) with an ATP transition state mimic and with ATP-site inhibitors. The structures reveal an intrinsically active kinase conformation, with catalytic residues and a catalytic mechanism remarkably similar to canonical protein kinases. The active site is highly recessed owing to the FKBP12-rapamycin-binding (FRB) domain and an inhibitory helix protruding from the catalytic cleft. mTOR-activating mutations map to the structural framework that holds these elements in place, indicating that the kinase is controlled by restricted access. In vitro biochemistry shows that the FRB domain acts as a gatekeeper, with its rapamycin-binding site interacting with substrates to grant them access to the restricted active site. Rapamycin-FKBP12 inhibits the kinase by directly blocking substrate recruitment and by further restricting active-site access. The structures also reveal active-site residues and conformational changes that underlie inhibitor potency and specificity."
recVdLRh6NQbVxeF7,WOL2017,KICSTOR recruits GATOR1 to the lysosome and is necessary for nutrients to regulate mTORC1,Wolfson RL; Sabatini DM et al.,2017,Nature,Mechanism,Mammalian cells,"KICSTOR, GATOR1, lysosome",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1038/nature21423,28199306,PMC5360989,True,"The mechanistic target of rapamycin complex 1 (mTORC1) is a central regulator of cell growth that responds to diverse environmental signals and is deregulated in many human diseases, including cancer and epilepsy. Amino acids are a key input to this system, and act through the Rag GTPases to promote the translocation of mTORC1 to the lysosomal surface, its site of activation. Multiple protein complexes regulate the Rag GTPases in response to amino acids, including GATOR1, a GTPase activating protein for RAGA, and GATOR2, a positive regulator of unknown molecular function. Here we identify a protein complex (KICSTOR) that is composed of four proteins, KPTN, ITFG2, C12orf66 and SZT2, and that is required for amino acid or glucose deprivation to inhibit mTORC1 in cultured human cells. In mice that lack SZT2, mTORC1 signalling is increased in several tissues, including in neurons in the brain. KICSTOR localizes to lysosomes; binds and recruits GATOR1, but not GATOR2, to the lysosomal surface; and is necessary for the interaction of GATOR1 with its substrates, the Rag GTPases, and with GATOR2. Notably, several KICSTOR components are mutated in neurological diseases associated with mutations that lead to hyperactive mTORC1 signalling. Thus, KICSTOR is a lysosome-associated negative regulator of mTORC1 signalling, which, like GATOR1, is mutated in human disease.","KICSTOR tethers GATOR1 to the lysosome, required for nutrient control of mTORC1.","KICSTOR recruits GATOR1 to the lysosome and is necessary for nutrients to regulate mTORC1
Key finding: KICSTOR tethers GATOR1 to the lysosome, required for nutrient control of mTORC1.
Abstract: The mechanistic target of rapamycin complex 1 (mTORC1) is a central regulator of cell growth that responds to diverse environmental signals and is deregulated in many human diseases, including cancer and epilepsy. Amino acids are a key input to this system, and act through the Rag GTPases to promote the translocation of mTORC1 to the lysosomal surface, its site of activation. Multiple protein complexes regulate the Rag GTPases in response to amino acids, including GATOR1, a GTPase activating protein for RAGA, and GATOR2, a positive regulator of unknown molecular function. Here we identify a protein complex (KICSTOR) that is composed of four proteins, KPTN, ITFG2, C12orf66 and SZT2, and that is required for amino acid or glucose deprivation to inhibit mTORC1 in cultured human cells. In mice that lack SZT2, mTORC1 signalling is increased in several tissues, including in neurons in the brain. KICSTOR localizes to lysosomes; binds and recruits GATOR1, but not GATOR2, to the lysosomal surface; and is necessary for the interaction of GATOR1 with its substrates, the Rag GTPases, and with GATOR2. Notably, several KICSTOR components are mutated in neurological diseases associated with mutations that lead to hyperactive mTORC1 signalling. Thus, KICSTOR is a lysosome-associated negative regulator of mTORC1 signalling, which, like GATOR1, is mutated in human disease."
recVe6W1YsrZ9uBXU,BET2013,mTOR complex 2-Akt signaling at mitochondria-associated endoplasmic reticulum membranes (MAM) regulates mitochondrial physiology,Betz C; Hall MN et al.,2013,Proceedings of the National Academy of Sciences of the United States of America,Mechanism,Mammalian cells,"mTORC2, Akt, MAM, mitochondria",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1073/pnas.1302455110,23852728,PMC3732980,True,"The target of rapamycin (TOR) is a highly conserved protein kinase and a central controller of growth. Mammalian TOR complex 2 (mTORC2) regulates AGC kinase family members and is implicated in various disorders, including cancer and diabetes. Here we report that mTORC2 is localized to the endoplasmic reticulum (ER) subcompartment termed mitochondria-associated ER membrane (MAM). mTORC2 localization to MAM was growth factor-stimulated, and mTORC2 at MAM interacted with the IP3 receptor (IP3R)-Grp75-voltage-dependent anion-selective channel 1 ER-mitochondrial tethering complex. mTORC2 deficiency disrupted MAM, causing mitochondrial defects including increases in mitochondrial membrane potential, ATP production, and calcium uptake. mTORC2 controlled MAM integrity and mitochondrial function via Akt mediated phosphorylation of the MAM associated proteins IP3R, Hexokinase 2, and phosphofurin acidic cluster sorting protein 2. Thus, mTORC2 is at the core of a MAM signaling hub that controls growth and metabolism.",mTORC2-Akt signalling localizes to mitochondria-associated ER membranes to regulate mitochondrial function.,"mTOR complex 2-Akt signaling at mitochondria-associated endoplasmic reticulum membranes (MAM) regulates mitochondrial physiology
Key finding: mTORC2-Akt signalling localizes to mitochondria-associated ER membranes to regulate mitochondrial function.
Abstract: The target of rapamycin (TOR) is a highly conserved protein kinase and a central controller of growth. Mammalian TOR complex 2 (mTORC2) regulates AGC kinase family members and is implicated in various disorders, including cancer and diabetes. Here we report that mTORC2 is localized to the endoplasmic reticulum (ER) subcompartment termed mitochondria-associated ER membrane (MAM). mTORC2 localization to MAM was growth factor-stimulated, and mTORC2 at MAM interacted with the IP3 receptor (IP3R)-Grp75-voltage-dependent anion-selective channel 1 ER-mitochondrial tethering complex. mTORC2 deficiency disrupted MAM, causing mitochondrial defects including increases in mitochondrial membrane potential, ATP production, and calcium uptake. mTORC2 controlled MAM integrity and mitochondrial function via Akt mediated phosphorylation of the MAM associated proteins IP3R, Hexokinase 2, and phosphofurin acidic cluster sorting protein 2. Thus, mTORC2 is at the core of a MAM signaling hub that controls growth and metabolism."
